0190;Last 1kW-2kW;HPS;5505;;540-28/02/81;;W92;K7;F1;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00205.jpg;;;;;;;;;;
0192;Nachlaufregelung;HPS;5040;;540-28/02/81;HPS_22;W92;K4;F5;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0193;Phasenanschnittsteuerung;HPS;5201;;540-28/01/79;HPS_24;W92;K4;F6;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00186.jpg;;;;;;;;;;
0194;IP-Telefon;Cisco;7912;;;;W92;K12;F2;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0195;Steuergerät zweipulsig;Leybold;735 12;;;HPS_23a;W92;K4;F6;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0197;PID - Regler;HPS;5164;;;HPS_44;W92;K6;F1;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0198;PLL Phase-Locked-Loop;HPS;4250;;540-28/12/92;HPS_34;W92;K5;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00197.jpg;;;;;;;;;;
0199;Pot-Geber;HPS;5001;;540-28/02/81;HPS_12;W92;K4;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00185.jpg;;;;;;;;;;
0200;Pulscode-Demodulator;HPS;4151;;540-28/06/87;HPS_8;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00168.jpg;;;;;;;;;;
0201;Pulscode-Modulator;HPS;4150;312000560867;540-27/2000/15;HPS_7;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00168.jpg;;;;;;;;;;
0202;R-Option;HPS;5108;;540-28/02/81;HPS_13;W92;K4;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00184.jpg;;;;;;;;;;
0203;Regelverstärker;HPS;5101;;540-28/01/79;HPS_2;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0204;Regelverstärker;HPS;5101;;540-28/01/79;HPS_3;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0205;Regelverstärker;HPS;5101;;540-28/01/79;HPS_4;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0206;IP-Telefon;Cisco;7912;;;;W92;K12;F2;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0207;Sollwertgeber;HPS;5105;;540-28/02/79;HPS_6;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00176.jpg;;;;;;;;;;
0208;Sollwertgeber;HPS;5105;;540-28/02/81;HPS_5;W92;K4;F2;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00175.jpg;;;;;;;;;;
0209;Stromrichter;HPS;5231;;540-28/01/79;HPS_17;W92;K4;F4;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0210;Stromrichter;HPS;5230;;540-28/01/79;HPS_19;W92;K4;F4;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0211;Stromrichter;HPS;5230;;540-28/02/81;HPS_18;W92;K4;F4;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0212;Stromrichter;HPS;5230;;540-28/02/81;HPS_16;W92;K4;F4;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0213;Temperaturmessgerät;HPS;5515;312000560676;540-11/2000/3;HPS_20;W92;K4;F5;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00181.jpg;;;;;;;;;;
0215;Router;Cisco;1900;;;;W92;K13;;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0217;Universalaufbauplatte;HPS;1012B;;540-28/01/79;HPS_10;W92;K4;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00210.jpg ;;;;;;;;;;
0218;Universalaufbauplatte;HPS;1012;;540-28/07/87;HPS_9;W92;K4;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00210.jpg ;;;;;;;;;;
0219;Zeitdemultiplexer;HPS;4141;;540-28/05/87;HPS_15;W92;K4;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00178.jpg;;;;;;;;;;
0220;Zeitmultiplexer;HPS;4140;312000560866;540-27/2000/14;HPS_14;W92;K4;F3;Lehrsysteme;Regeltechniklabor (W92);/intra/woda/data/ela/img/mvc00177.jpg;;;;;;;;;;
0221;Dual Slope Wandler;ELWE;;;;HPS_35;W92;K5;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0222;Speicher und Anzeigeplatte;ELWE;;;539-28/12/92;HPS_36;W92;K5;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0223;Zählerplatte;ELWE;;;;HPS_37;W92;K5;F3;Lehrsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0230;Hochlastwiderstand 220 V max.;Instruments;LR3;;540-26/2000/5/1;;W109;;;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/230.jpg;;;;;;;;;;
0231;Hochlastwiderstand 220 V max.;Instruments;LR3;;540-26/2000/5/2;;W109;;;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/230.jpg;;;;;;;;;;
0232;Hochlastwiderstand 220 V max.;Instruments;LR3;;540-26/2000/5/3;;W109;;;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/230.jpg;;;;;;;;;;
0233;Widerstandsdekade;Instruments;HD1;;540-26/2000/4;;W91;K9;F1;Widerstand;Messtechniklabor (W91);;;;;;;;;;;
0235;Funktionsgenerator;Interstate;F 41;312000560835;540-24/2000/2/1;529;W91;K6;F5;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/f41.jpg;;;;;;;;;;
0236;Funktionsgenerator;Interstate;F 41;;540-25/02/79;526;W096;R6;F1;Funktionsgenerator;ELA-Magazin (W096);/intra/woda/data/ela/img/f41.jpg;;;;;;;;;;
0237;Funktionsgenerator;Interstate;F 41;;540-25/03/79;540;W096;R6;F2;Funktionsgenerator;ELA-Magazin (W096);/intra/woda/data/ela/img/f41.jpg;;;;;;;;;;
0238;Funktionsgenerator;Interstate;THANDAR TG502;312000560838;540-24/2000/5;320;W91;K6;F10;Funktionsgenerator;Messtechniklabor (W91);/intra/woda/data/ela/img/tg502.jpg;;;;;;;;;;
0240;Drehzahlmesser;Jaquet;DHR 905;;540-03/2000/4/1;8311956;W109;K2;F3;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/240.jpg;;;;;;;;;;
0241;Digitalmultimeter IEC-Bus;KEITHLEY;195 A;312000560723;540-17/2000/7/2;250577;W92;K10;F1;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/242.jpg;;;;;;;;;;
0242;Digitalmultimeter IEC-Bus;KEITHLEY;195 A;312000560722;540-17/2000/7/1;250633;W92;K10;F1;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/242.jpg;;;;;;;;;;
0243;Scanner;KEITHLEY;705;;540-26/2000/2/1;247994;W92;K10;F2;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/keithley_705_scanner.jpg;;;;;;;;;;
0244;Scanner;KEITHLEY;705;;540-26/2000/2/2;247995;W92;K10;F2;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/keithley_705_scanner.jpg;;;;;;;;;;
0245;Switch;3Com;;;;;W92;K13;;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0246;alte NI-Flachbandkabel;National_Instruments;;;;;W92;K11;F6;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0247;Router;Cisco;1900;;;;W92;K13;;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0248;alte NI-Messkarten;National_Instruments;;;;;W92;K11;F6;automatisierte_Messsysteme;Regeltechniklabor (W92);;;;;;;;;;;
0249;Strombildner;LEM;LT 100-S;;540-29/03/92;9240;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0250;Strombildner;LEM;LT 100-S;;540-29/04/92;9239;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0251;Strombildner;LEM;LT 100-S;;540-29/06/92;9239;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0252;Strombildner;LEM;LT 100-S;;540-29/05/92;9239;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0253;Strombildner;LEM;LT 100-S;;540-29;9226;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0254;Strombildner;LEM;LT 100-S;;540-29;9237;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0256;Strombildner;LEM;LT 100-S;;540-29;9120;W109;K3;F4;Leistungselektronik;E-Maschinenlabor (W109);/intra/woda/data/ela/img/249.jpg;;;;;;;;;;
0257;4-Kanal Differential-Verstärker;Lucas-Nuelle;LM 6113;;540-24/04/93;;W109;K3;F9;Oszilloskop;E-Maschinenlabor (W109);;;;;;;;;;;
0258;4-Kanal Differential-Verstärker;Lucas-Nuelle;LM 6113;;540-24/  /;;W109;K3;F8;Oszilloskop;E-Maschinenlabor (W109);;;;;;;;;;;
0261;Luxmeter analog;Metrawatt;METRUX K;;540-29/05/80;M 26807419;W096;R5;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/metrux_k.jpg;;;;;;;;;;
0262;Luxmeter analog;Metrawatt;METRUX K;;540-29/04/80;M 26807413;W096;R5;F1;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/metrux_k.jpg;;;;;;;;;;
0263;Netzgerät 2x30V/3A;NANO 80;EA-3023 S;312000560695;540-13/2000/12/2;2N3055;W91;K4;F6;Netzgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/doppelnetzgeraet.jpg;;;;;;;;;;
0264;Netzgerät 2x30V/3A;NANO 80;EA-3023 S;;540-14/02/88;2N3055;W91;K4;F7;Netzgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/doppelnetzgeraet.jpg;;;;;;;;;;
0265;Netzgerät 2x30V/3A;NANO 80;EA-3023 S;312000560694;540-13/2000/11;2N3772;W91;K4;F8;Netzgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/doppelnetzgeraet.jpg;;;;;;;;;;
0266;Elektronische Last;Hoecherl & Hackl GmbH;ZS6060 + ZS02;;540-10/2005/2;4490C-0705;W096;R10;F5;Leistungselektronik;ELA-Magazin (W096);/intra/woda/data/ela/img/266.jpg;;;;;;;;;;
0269;AC-Power-Analyzer;Norma;D5155;312000560737;540-17/2000/26;W 277095 JF;W096;R2;F5;Messgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/269.jpg;;;;;;;;;;
0270;Router;Cisco;2500;;;;W92;K13;;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0271;Router;Bay Networks;;;;;W92;K13;;Netzwerktechnik;Regeltechniklabor (W92);;;;;;;;;;;
0272;Interface;Norma;MPS;;540-18/05/88;W895372A;W92;K10;F9;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0273;Interface;Norma;MPS;;540-18/05/88;W895377A;W92;K10;F6;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0274;Interface;Norma;MPS;;540-18/05/88;W895375A;W92;K10;F7;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0275;Interface;Norma;MPS;;540-18/05/88;W895374A;W92;K10;F7;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0276;Interface;Norma;MPS;;540-18/05/88;W895373A;W92;K10;F6;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0277;Interface;Norma;MPS;;540-18/04/88;W692308A;W92;K10;F6;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0278;Interface;Norma;MPS;;408-14/03/90;X6031648 BA;W92;K10;F9;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0279;Interface;Norma;MPS;;408-14/03/90;X6031649 BA;W92;K10;F9;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0280;Interface;Norma;MPS;;408-14/03/90;X6031650 BA;W92;K10;F9;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0281;Interface;Norma;MPS;;408-14/03/90;X6031651 BA;W92;K10;F7;Messgerät;Regeltechniklabor (W92);/intra/woda/data/ela/img/MP_S_schnittstelle_MP14.jpg;;;;;;;;;;
0283;Leistungsmesser;Norma;D1150;312000560709;540-16/2000/5/1;VN72797B;W91;K5;F6;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0284;Leistungsmesser;Norma;D1150;312000560710;540-16/2000/5/2;VN72802B;W91;K5;F6;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0285;Leistungsmesser;Norma;D1150;312000560705;540-16/2000/2;VO38079B;W91;K5;F6;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0286;Leistungsmesser;Norma;D1150;312000560711;540-16/2000/7/1;VD74005 C2;W91;K5;F6;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0287;Leistungsmesser;Norma;D1150;312000560712;540-16/2000/7/2;V965889 C2;W91;K5;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0288;Leistungsmesser;Norma;D1150;312000560713;540-16/2000/8/1;F369360E;W91;K5;F7;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0289;Leistungsmesser;Norma;D1150;312000560714;540-16/2000/8/2;F369363E;W109;K2;F2;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0290;Leistungsmesser;Norma;D1150;312000560715;540-16/2000/8/3;F369364E;W109;K2;F2;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0291;Leistungsmesser;Norma;D1150;312000560716;540-16/2000/8/4;F369365E;W109;K2;F2;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0292;Leistungsmesser;Norma;D1150;312000560717;540-16/2000/8/5;F369366E;W109;K2;F2;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/mvc00008.jpg;;;;;;;;;;
0293;Widerstandsdekade;TIMONTA;R-Dekade;;540-27/1/92;;W91;K9;F7;Dekaden;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00089.jpg;;;;;;;;;;
0294;Widerstandsdekade;TIMONTA;R-Dekade;;540-27/1/92;;W91;K9;F7;Dekaden;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00089.jpg;;;;;;;;;;
0295;Widerstandsdekade;TIMONTA;R-Dekade;;540-27/1/92;;W91;K9;F7;Dekaden;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00089.jpg;;;;;;;;;;
0296;Kapazitätsdekade;TIMONTA;C-Dekade;;540-27/2/92;;W91;K9;F7;Dekaden;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00090.jpg;;;;;;;;;;
0297;Kapazitätsdekade;TIMONTA;C-Dekade;;540-27/2/92;;W91;K9;F7;Dekaden;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00090.jpg;;;;;;;;;;
0299;Digitalmultimeter;Norma;950;312000560748;540-17/2000/34/1;F976552CE;W91;K5;F14;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00009.jpg;;;;;;;;;;
0300;Digitalspeicher-Oszilloskop 4 Kanal;Tektronix;TDS2014;312000562379;540-22/2005/2/2;C041003;W91;K14;F3;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/TDS2014.jpg;;;;;;;;;;
0301;Digitalmultimeter;Norma;950;312000560749;540-17/2000/34/2;F976554CE;W91;K5;F14;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00009.jpg;;;;;;;;;;
0302;Digitalspeicher-Oszilloskop 4 Kanal;Tektronix;TDS2014;312000562039;540-22/2005/2/3;C041023;W91;K14;F2;Oszilloskop;Messtechniklabor (W91);/intra/woda/data/ela/img/TDS2014.jpg;;;;;;;;;;
0306;Digitalmultimeter;Norma;Normameter E5;;540-18/17/80;2832593;W109;K2;F8;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/306.jpg;;;;;;;;;;
0307;Digitalmultimeter;Norma;Normameter E6;;540-18/18/80;2832594;W109;K2;F8;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/306.jpg;;;;;;;;;;
0308;4-Kanal Differential-Verstärker;Lucas-Nuelle;LM_6113;;540-23/2001/1;;W109;K3;F9;Oszilloskop;E-Maschinenlabor (W109);;;;;;;;;;;
0309;Digitalmultimeter;Norma;MP12;;540-18/08/89;X425520C;W91;K5;F14;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0311;Digitalmultimeter;Norma;MP12;;540-18/10/89;X425523C;W91;K5;F14;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0312;Digitalmultimeter;Norma;MP12;;540-18/11/89;X425530C;W91;K5;F15;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0313;Digitalmultimeter;Norma;MP12;;540-18/12/89;X425534C;W91;K5;F15;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0314;Digitalmultimeter;Norma;MP12;;540-18/13/89;X425545C;W91;K5;F15;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0316;Digitalmultimeter;Norma;MP12;;540-18/15/89;X425541C;W91;K5;F14;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0317;Digitalmultimeter;Norma;MP14;312000560735;540-17/2000/24/1;W689561B;W91;K5;F15;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/mvc00003.jpg;;;;;;;;;;
0318;Digitalmultimeter;Fluke;Fluke 89/4 True RMS;;;76420708;W91;K5;F9;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/Fluke_189.jpg;;;;;;;;;;
0319;Digitalmultimeter;Fluke;Fluke 89/4 True RMS;;;76420725;W91;K5;F9;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/Fluke_189.jpg;;;;;;;;;;
0320;Digitalmultimeter;Fluke;Fluke 89/4 True RMS;;540-17/2002/2/1;76420676;W91;K5;F9;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/Fluke_189.jpg;;;;;;;;;;
0321;Digitalmultimeter;Fluke;Fluke 89/4 True RMS;;;76420684;W91;K5;F9;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/Fluke_189.jpg;;;;;;;;;;
0322;Digitalmultimeter;Fluke;Fluke 89/4 True RMS;;;76420677;W91;K5;F10;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/Fluke_189.jpg;;;;;;;;;;
0323;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;1;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0324;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;2;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0325;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;3;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0326;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;4;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0327;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;5;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0328;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;6;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0329;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;7;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0330;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;8;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0331;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;9;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0332;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;10;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0333;Lampenfassung mit SIBU;HTL;Glühlampen/Heizwdst.fassung;;;11;W91;K7;F1;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0334;Lampenfassung mit 4mm Buchsen;HTL;Glühlampen/Heizwdst.fassung;;;1;W91;K7;F2;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0335;Lampenfassung mit 4mm Buchsen;HTL;Glühlampen/Heizwdst.fassung;;;2;W91;K7;F2;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0336;Lampenfassung mit 4mm Buchsen;HTL;Glühlampen/Heizwdst.fassung;;;3;W91;K7;F2;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0337;Lampenfassung mit 4mm Buchsen;HTL;Glühlampen/Heizwdst.fassung;;;4;W91;K7;F2;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0338;Lampenfassung mit 4mm Buchsen;HTL;Glühlampen/Heizwdst.fassung;;;5;W91;K7;F2;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0339;Dimmer;Busch & Jäger;6593U;;;1;W91;K7;F4;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0340;Dimmer;Busch & Jäger;6591U;;;2;W91;K7;F4;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0341;Widerstand;Norma;SHUNT  15/25 A 100mV;;540-29/05/79;834279000;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);;;;;;;;;;;
0342;Widerstand;Norma;SHUNT  15/25 A 100mV;;540-29/05/79;834279000;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);;;;;;;;;;;
0343;Wechsel/Ein/Aus 4mm Buchsen;HTL;Schalter/Dimmer/Taster;;;1;W91;K7;F3;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0344;Wechsel/Ein/Aus 4mm Buchsen;HTL;Schalter/Dimmer/Taster;;;2;W91;K7;F3;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0346;Widerstand;Norma;SHUNT 5/10/20 A  100mV;;540-29/05/79;GE 4275;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);;;;;;;;;;;
0347;Widerstand;Norma;SHUNT  30/50 A 100mV;;540-29/05/79;GE 4275;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);;;;;;;;;;;
0348;1x Taster 4mm Buchsen;HTL;Schalter/Dimmer/Taster;;;1;W91;K7;F3;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0349;2x Taster 4mm Buchsen;HTL;Schalter/Dimmer/Taster;;;2;W91;K7;F3;Übungs-und Laboraufbauten;Messtechniklabor (W91);;;;;;;;;;;
0350;Widerstand;Norma;SHUNT  1 5A 150mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0351;Widerstand;Norma;SHUNT  1 5A 150mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0352;Widerstand;Norma;SHUNT  1 5A 150mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0353;Widerstand;Norma;SHUNT  1 5A 150mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0354;Widerstand;Norma;SHUNT  1 5A 150mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0355;Widerstand;Norma;SHUNT 5/10/20 A  100mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0356;Widerstand;Norma;SHUNT 5/10/20 A  100mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0357;Widerstand;Norma;SHUNT 5/10/20 A  100mV;;540-29/;;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0359;Widerstand;Norma;SHUNT  30/50 A 100mV;;540-29/05/79;GE 4275;W109;K1;F2;Widerstand;E-Maschinenlabor (W109);/intra/woda/data/ela/img/350.jpg;;;;;;;;;;
0360;Netzgerät 32 V/ 30 A;Oltronix;B32-30R;312000560682;540-13/2000/2/1;849;W096;R2;F4;Netzgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/mvc00126.jpg;;;;;;;;;;
0361;Netzgerät 60 V/ 15 A;Oltronix;B60-15R;312000560683;540-13/2000/2/2;412;W096;R2;F4;Netzgerät;ELA-Magazin (W096);/intra/woda/data/ela/img/mvc00126.jpg;;;;;;;;;;
0362;Drehzahlmesser;Ono Sokki;HT-430;;540-03/2000/2;8067795;W109;K2;F4;Messgerät;E-Maschinenlabor (W109);/intra/woda/data/ela/img/362.jpg;;;;;;;;;;
0363;Digitalmultimeter;Fluke;189 True RMS Multimeter;312000561665;540-17/2002/3;82340150;W91;K5;F10;Messgerät;Messtechniklabor (W91);/intra/woda/data/ela/img/Fluke_189.jpg;;;;;;;;;;
